,ID,Feature,Time
228,2a6,"(11.39717764866357, -34.97757588420856, 2.225367450629803, 4.546479062592816, -3.911768018419335)",71
229,2a6,"(11.39717764866357, -34.97757588420856, 2.225367450629803, 4.546479062592816, -3.911768018419335)",72
230,2a6,"(10.758302128530303, -34.70550933468334, 2.2253674506297942, 4.546479062592814, -4.087072012006872)",73
231,2a6,"(10.758302128530303, -34.70550933468334, 2.2253674506297942, 4.546479062592814, -4.087072012006872)",74
232,2a6,"(10.665865893087197, -34.158650589910835, 2.2253674506297942, 4.546479062592814, -4.087072012006872)",75
233,2a6,"(10.11753936724686, -33.612840184107654, 2.2253674506297942, 4.546479062592814, -4.087072012006872)",76
234,2a6,"(9.933715379316371, -32.97501304461207, 2.2253674506297942, 4.546479062592814, -4.087072012006872)",77
235,2a6,"(9.750730175738553, -32.701898179662194, 2.2253674506297942, 4.546479062592814, -4.087072012006872)",78
236,2a6,"(9.385179162970203, -32.338024582448014, 2.2253674506297942, 4.546479062592814, -4.087072012006872)",79
237,2a6,"(8.928450097964554, -31.974360657540814, 2.225367450629783, 4.546479062592817, -4.228644030344623)",80
238,2b1,"(15.348797132442972, -24.55454417706018, 2.731637015568103, 5.073040744258038, -3.19766615218253)",100
239,2b1,"(15.35980242061212, -24.02292858799938, 2.731637015568103, 5.073040744258038, -3.19766615218253)",101
240,2b1,"(15.483733994560215, -23.174544730246865, 2.731637015568106, 5.073040744258038, -3.19766615218253)",102
241,2b1,"(15.499141397950083, -22.43028290782849, 2.731637015568108, 5.073040744258038, -3.19766615218253)",103
242,2b1,"(15.514548801269619, -21.686021088810268, 2.7316370155681042, 5.073040744258038, -3.19766615218253)",104
243,2b1,"(15.321712091986745, -20.72471088860783, 2.731637015568097, 5.073040744258038, -3.19766615218253)",105
244,2b1,"(15.339320552896499, -19.87412595388236, 2.731637015568097, 5.073040744258038, -3.19766615218253)",106
245,2b1,"(15.354727956145586, -19.129864138264352, 2.73163701556809, 5.073040744258038, -3.19766615218253)",107
246,2b1,"(14.953647140126701, -17.951505586479968, 2.731637015568094, 5.073040744258038, -3.19766615218253)",108
247,2b1,"(14.97565771609629, -16.888274426168802, 2.731637015568099, 5.073040744258038, -3.19766615218253)",109
248,2b1,"(15.095187171962802, -16.252536799122833, 2.731637015568101, 5.073040744258038, -3.19766615218253)",110
249,2b1,"(15.108393517604913, -15.61459810002167, 2.731637015568101, 5.073040744258038, -3.19766615218253)",111
